world,type,neg_requests_rejected,contracts_signed,negs_failed,contracts_dropped,contracts_concluded,negs_timedout,breaches_received,neg_requests_received,contracts_nullified,negs_registered,negs_initiated,exceptions,negotiator_exceptions,neg_requests_sent,breaches_committed,contracts_executed,negs_succeeded,contracts_erred,contracts_breached,times
000120251205H113942213462aczN_L-U-P6QT.042cb4bb,System,0,1556,0,0,788,0,0,0,0,0,0,[],[],0,0,778,0,0,0,4.030007403343916e-07
000320251205H1139423651402d3f_L-K-OPoP.090c8d65,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,752,112,15,378,12,0,350,0,350,112,[],[],112,0,361,238,0,0,4.80009475722909e-07
000320251205H1139423651402d3f_L-K-OPoP.090c8d65,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,0,136,276,0,69,0,0,280,0,280,280,[],[],280,0,68,4,0,0,2.410088200122118e-07
000320251205H1139423651402d3f_L-K-OPoP.090c8d65,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,0,352,124,4,176,26,0,238,0,238,0,[],[],0,0,172,114,0,0,8.649949450045824e-07
000320251205H1139423651402d3f_L-K-OPoP.090c8d65,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,426,92,5,214,0,0,238,0,238,0,[],[],0,0,208,144,0,0,2.4199835024774075e-07
000320251205H1139423651402d3f_L-K-OPoP.090c8d65,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,202,204,0,102,46,0,238,0,238,0,[],[],0,0,101,34,0,0,2.680026227608323e-07
000320251205H1139423651402d3f_L-K-OPoP.090c8d65,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,982,204,0,493,80,0,560,0,560,560,[],[],560,0,491,354,0,0,4.590110620483756e-07
000320251205H1139423651402d3f_L-K-OPoP.090c8d65,System,0,1074,0,0,544,0,0,0,0,0,0,[],[],0,0,537,0,0,0,5.070032784715295e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentC-LitaAgentNj0V.103be088,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,750,138,18,377,16,0,375,0,375,132,[],[],132,0,357,237,0,0,4.609973984770477e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentC-LitaAgentNj0V.103be088,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,372,124,2,187,0,0,243,0,243,0,[],[],0,0,184,117,0,0,2.7000351110473275e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentC-LitaAgentNj0V.103be088,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,128,280,0,65,0,0,280,0,280,280,[],[],280,0,64,0,0,0,2.539964043535292e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentC-LitaAgentNj0V.103be088,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,432,89,6,216,0,0,243,0,243,0,[],[],0,0,210,154,0,0,8.499991963617504e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentC-LitaAgentNj0V.103be088,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,192,214,0,97,49,0,243,0,243,0,[],[],0,0,96,29,0,0,2.66998540610075e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentC-LitaAgentNj0V.103be088,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,1008,191,0,506,61,0,560,0,560,560,[],[],560,0,504,367,0,0,4.489993443712592e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentC-LitaAgentNj0V.103be088,System,0,1074,0,0,544,0,0,0,0,0,0,[],[],0,0,537,0,0,0,4.5500200940296054e-07
000420251205H113942444814iCAZ_L-U-OnIF.127ea237,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,526,91,7,264,1,0,256,0,256,256,[],[],256,0,256,165,0,0,2.690067049115896e-07
000420251205H113942444814iCAZ_L-U-OnIF.127ea237,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,0,230,379,0,116,6,0,394,0,394,394,[],[],394,0,115,15,0,0,2.5700137484818697e-07
000420251205H113942444814iCAZ_L-U-OnIF.127ea237,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,0,424,252,4,213,41,0,364,0,364,0,[],[],0,0,208,112,0,0,3.159948391839862e-07
000420251205H113942444814iCAZ_L-U-OnIF.127ea237,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,420,223,2,211,7,0,364,0,364,0,[],[],0,0,208,141,0,0,8.640054147690535e-07
000420251205H113942444814iCAZ_L-U-OnIF.127ea237,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,566,668,0,285,61,0,758,0,758,394,[],[],394,0,283,90,0,0,5.390174919739366e-07
000420251205H113942444814iCAZ_L-U-OnIF.127ea237,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,932,467,11,468,222,0,740,0,740,394,[],[],394,0,455,273,0,0,5.279871402308345e-07
000420251205H113942444814iCAZ_L-U-OnIF.127ea237,System,0,1506,0,0,761,0,0,0,0,0,0,[],[],0,0,753,0,0,0,5.23999915458262e-07
000220251205H1139423084075ixF_L-K-OH9N.07398bf4,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,704,226,0,354,8,0,464,0,464,0,[],[],0,0,352,238,0,0,4.5500200940296054e-07
000220251205H1139423084075ixF_L-K-OH9N.07398bf4,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,0,104,230,0,53,0,0,232,0,232,232,[],[],232,0,52,2,0,0,2.2300082491710782e-07
000220251205H1139423084075ixF_L-K-OH9N.07398bf4,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,0,172,204,0,87,1,0,232,0,232,232,[],[],232,0,86,28,0,0,2.2399763111025095e-07
000220251205H1139423084075ixF_L-K-OH9N.07398bf4,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,316,132,0,159,1,0,232,0,232,0,[],[],0,0,158,100,0,0,8.440038072876632e-07
000220251205H1139423084075ixF_L-K-OH9N.07398bf4,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,112,222,0,57,48,0,232,0,232,0,[],[],0,0,56,9,0,0,2.1899904822930694e-07
000220251205H1139423084075ixF_L-K-OH9N.07398bf4,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,852,146,0,428,56,0,464,0,464,464,[],[],464,0,426,317,0,0,3.949971869587898e-07
000220251205H1139423084075ixF_L-K-OH9N.07398bf4,System,0,872,0,0,444,0,0,0,0,0,0,[],[],0,0,436,0,0,0,4.749963409267366e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-P5aK.1170a465,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,764,70,9,384,7,0,315,0,315,84,[],[],84,0,373,244,0,0,5.010078893974423e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-P5aK.1170a465,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,252,216,0,127,3,0,280,0,280,280,[],[],280,0,126,62,0,0,2.4700420908629894e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-P5aK.1170a465,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,516,35,5,258,0,0,231,0,231,0,[],[],0,0,253,196,0,0,7.950002327561378e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-P5aK.1170a465,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,168,214,0,85,46,0,231,0,231,0,[],[],0,0,84,17,0,0,2.3801112547516823e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-P5aK.1170a465,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,826,284,0,415,156,0,560,0,560,560,[],[],560,0,413,276,0,0,4.820030881091952e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-P5aK.1170a465,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,176,211,0,89,110,0,231,0,231,0,[],[],0,0,88,19,0,0,2.9700458981096745e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-P5aK.1170a465,System,0,1074,0,0,544,0,0,0,0,0,0,[],[],0,0,537,0,0,0,4.949979484081268e-07
000420251205H113942444814iCAZ_L-P-OGCE.149f9304,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,532,40,6,267,2,0,208,0,208,208,[],[],208,0,260,168,0,0,2.580054569989443e-07
000420251205H113942444814iCAZ_L-P-OGCE.149f9304,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,0,258,364,0,130,3,0,393,0,393,393,[],[],393,0,129,29,0,0,2.3799657355993986e-07
000420251205H113942444814iCAZ_L-P-OGCE.149f9304,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,564,170,3,283,0,0,352,0,352,0,[],[],0,0,279,182,0,0,2.939923433586955e-07
000420251205H113942444814iCAZ_L-P-OGCE.149f9304,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,534,671,0,269,67,0,745,0,745,393,[],[],393,0,267,74,0,0,4.710018401965499e-07
000420251205H113942444814iCAZ_L-P-OGCE.149f9304,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,922,456,10,463,91,0,724,0,724,393,[],[],393,0,451,268,0,0,5.019974196329713e-07
000420251205H113942444814iCAZ_L-P-OGCE.149f9304,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,280,281,3,141,23,0,352,0,352,0,[],[],0,0,137,71,0,0,9.299983503296971e-07
000420251205H113942444814iCAZ_L-P-OGCE.149f9304,System,0,1506,0,0,761,0,0,0,0,0,0,[],[],0,0,753,0,0,0,5.040055839344859e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentC-KkSS.11991e6d,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,726,120,17,365,13,0,345,0,345,108,[],[],108,0,346,225,0,0,5.429974407888949e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentC-KkSS.11991e6d,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,0,136,276,0,69,0,0,280,0,280,280,[],[],280,0,68,4,0,0,2.5999906938523054e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentC-KkSS.11991e6d,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,356,126,2,179,0,0,237,0,237,0,[],[],0,0,176,109,0,0,2.7299392968416214e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentC-KkSS.11991e6d,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,406,94,5,203,0,0,237,0,237,0,[],[],0,0,198,141,0,0,9.450013749301434e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentC-KkSS.11991e6d,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,178,215,0,90,53,0,237,0,237,0,[],[],0,0,89,22,0,0,2.450033207423985e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentC-KkSS.11991e6d,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,972,207,0,488,62,0,560,0,560,560,[],[],560,0,486,349,0,0,5.28998498339206e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentC-KkSS.11991e6d,System,0,1074,0,0,544,0,0,0,0,0,0,[],[],0,0,537,0,0,0,4.489993443712592e-07
000220251205H1139423084075ixF_P-K-O0kg.06705571,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,808,174,0,406,17,0,464,0,464,0,[],[],0,0,404,290,0,0,6.569898687303066e-07
000220251205H1139423084075ixF_P-K-O0kg.06705571,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,0,104,230,0,53,0,0,232,0,232,232,[],[],232,0,52,2,0,0,2.6999623514711857e-07
000220251205H1139423084075ixF_P-K-O0kg.06705571,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,0,348,116,0,175,2,0,232,0,232,0,[],[],0,0,174,116,0,0,8.33999365568161e-07
000220251205H1139423084075ixF_P-K-O0kg.06705571,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,120,219,0,61,36,0,232,0,232,0,[],[],0,0,60,13,0,0,2.5700137484818697e-07
000220251205H1139423084075ixF_P-K-O0kg.06705571,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,868,139,0,436,55,0,464,0,464,464,[],[],464,0,434,325,0,0,5.250039976090193e-07
000220251205H1139423084075ixF_P-K-O0kg.06705571,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,300,140,0,151,0,0,232,0,232,232,[],[],232,0,150,92,0,0,2.5201006792485714e-07
000220251205H1139423084075ixF_P-K-O0kg.06705571,System,0,872,0,0,444,0,0,0,0,0,0,[],[],0,0,436,0,0,0,5.390029400587082e-07
000420251205H113942444814iCAZ_X-U-OaFU.14c6f589,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,486,35,4,244,2,0,180,0,180,180,[],[],180,0,239,145,0,0,2.66998540610075e-07
000420251205H113942444814iCAZ_X-U-OaFU.14c6f589,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,214,379,0,108,0,0,386,0,386,386,[],[],386,0,107,7,0,0,2.5999906938523054e-07
000420251205H113942444814iCAZ_X-U-OaFU.14c6f589,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,0,244,292,1,123,94,0,345,0,345,0,[],[],0,0,121,53,0,0,8.070055628195405e-07
000420251205H113942444814iCAZ_X-U-OaFU.14c6f589,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,0,314,288,1,158,82,0,345,0,345,0,[],[],0,0,156,57,0,0,3.2399839255958796e-07
000420251205H113942444814iCAZ_X-U-OaFU.14c6f589,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,502,673,0,253,68,0,731,0,731,386,[],[],386,0,251,58,0,0,5.110050551593304e-07
000420251205H113942444814iCAZ_X-U-OaFU.14c6f589,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,558,603,2,281,244,0,689,0,689,386,[],[],386,0,277,86,0,0,5.309993866831064e-07
000420251205H113942444814iCAZ_X-U-OaFU.14c6f589,System,0,1506,0,0,761,0,0,0,0,0,0,[],[],0,0,753,0,0,0,5.480105755850673e-07
000320251205H1139423651402d3f_L-P-KxNc.11621115,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,752,102,14,378,8,0,340,0,340,104,[],[],104,0,362,238,0,0,5.159818101674318e-07
000320251205H1139423651402d3f_L-P-KxNc.11621115,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,0,136,276,0,69,0,0,280,0,280,280,[],[],280,0,68,4,0,0,2.43991962634027e-07
000320251205H1139423651402d3f_L-P-KxNc.11621115,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,432,87,4,217,0,0,236,0,236,0,[],[],0,0,212,147,0,0,3.129971446469426e-07
000320251205H1139423651402d3f_L-P-KxNc.11621115,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,192,207,0,97,47,0,236,0,236,0,[],[],0,0,96,29,0,0,2.8300564736127853e-07
000320251205H1139423651402d3f_L-P-KxNc.11621115,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,818,286,0,411,145,0,560,0,560,560,[],[],560,0,409,272,0,0,5.349866114556789e-07
000320251205H1139423651402d3f_L-P-KxNc.11621115,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,168,214,0,84,94,0,236,0,236,0,[],[],0,0,84,22,0,0,8.529896149411798e-07
000320251205H1139423651402d3f_L-P-KxNc.11621115,System,0,1074,0,0,544,0,0,0,0,0,0,[],[],0,0,537,0,0,0,5.540059646591544e-07
000220251205H1139423084075ixF_LitaAgentY-LitaAgentN-OIoW.068ddf6f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,684,236,0,344,15,0,464,0,464,0,[],[],0,0,342,228,0,0,5.57003659196198e-07
000220251205H1139423084075ixF_LitaAgentY-LitaAgentN-OIoW.068ddf6f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,0,166,207,0,84,2,0,232,0,232,232,[],[],232,0,83,25,0,0,2.4300243239849806e-07
000220251205H1139423084075ixF_LitaAgentY-LitaAgentN-OIoW.068ddf6f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,298,139,0,150,0,0,232,0,232,0,[],[],0,0,149,91,0,0,1.0279982234351337e-06
000220251205H1139423084075ixF_LitaAgentY-LitaAgentN-OIoW.068ddf6f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,100,232,0,51,0,0,232,0,232,232,[],[],232,0,50,0,0,0,2.38993379753083e-07
000220251205H1139423084075ixF_LitaAgentY-LitaAgentN-OIoW.068ddf6f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,104,226,0,53,51,0,232,0,232,0,[],[],0,0,52,5,0,0,2.3000029614195228e-07
000220251205H1139423084075ixF_LitaAgentY-LitaAgentN-OIoW.068ddf6f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,816,162,0,410,64,0,464,0,464,464,[],[],464,0,408,299,0,0,5.250039976090193e-07
000220251205H1139423084075ixF_LitaAgentY-LitaAgentN-OIoW.068ddf6f,System,0,872,0,0,444,0,0,0,0,0,0,[],[],0,0,436,0,0,0,5.05991920363158e-07
000120251205H113942213462aczN_L-Po-Prmk7.05c14a54,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,2402,342,89,1204,21,0,1308,0,1308,798,[],[],798,0,1112,966,0,0,1.2510136002674699e-06
000120251205H113942213462aczN_L-Po-Prmk7.05c14a54,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,160,294,0,81,0,0,294,0,294,294,[],[],294,0,80,0,0,0,9.509967640042305e-07
000120251205H113942213462aczN_L-Po-Prmk7.05c14a54,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,328,210,5,165,0,0,294,0,294,294,[],[],294,0,159,84,0,0,2.4600012693554163e-07
000120251205H113942213462aczN_L-Po-Prmk7.05c14a54,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,548,455,0,276,32,0,588,0,588,588,[],[],588,0,274,133,0,0,5.90996933169663e-07
000120251205H113942213462aczN_L-Po-Prmk7.05c14a54,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,3442,967,40,1724,198,0,2446,0,2446,882,[],[],882,0,1681,1479,0,0,1.2299860827624798e-06
000120251205H113942213462aczN_L-Po-Prmk7.05c14a54,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,524,520,2,262,21,0,782,0,782,0,[],[],0,0,260,262,0,0,2.169981598854065e-07
000120251205H113942213462aczN_L-Po-Prmk7.05c14a54,System,0,1556,0,0,788,0,0,0,0,0,0,[],[],0,0,778,0,0,0,4.999892553314567e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-LitaAgentPnyk.1181e6a3,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,754,121,24,379,4,0,360,0,360,120,[],[],120,0,353,239,0,0,4.7300272854045033e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-LitaAgentPnyk.1181e6a3,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,128,280,0,65,0,0,280,0,280,280,[],[],280,0,64,0,0,0,1.9299477571621537e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-LitaAgentPnyk.1181e6a3,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,346,127,3,173,1,0,240,0,240,0,[],[],0,0,170,111,0,0,1.1939991964027286e-06
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-LitaAgentPnyk.1181e6a3,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,470,74,5,236,0,0,240,0,240,0,[],[],0,0,230,166,0,0,2.4600012693554163e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-LitaAgentPnyk.1181e6a3,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,176,219,0,89,51,0,240,0,240,0,[],[],0,0,88,21,0,0,2.3299799067899585e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-LitaAgentPnyk.1181e6a3,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,1044,173,0,524,56,0,560,0,560,560,[],[],560,0,522,385,0,0,4.669927875511348e-07
000320251205H1139423651402d3f_LitaAgentY-LitaAgentN-LitaAgentPnyk.1181e6a3,System,0,1074,0,0,544,0,0,0,0,0,0,[],[],0,0,537,0,0,0,4.799949238076806e-07
000420251205H113942444814iCAZ_LitaAgentY-LitaAgentYR-LitaAgentN6sB.127090eb,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,566,207,3,284,6,0,392,0,392,392,[],[],392,0,280,185,0,0,2.310043782927096e-07
000420251205H113942444814iCAZ_LitaAgentY-LitaAgentYR-LitaAgentN6sB.127090eb,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,304,315,0,153,2,0,398,0,398,0,[],[],0,0,152,83,0,0,8.29000782687217e-07
000420251205H113942444814iCAZ_LitaAgentY-LitaAgentYR-LitaAgentN6sB.127090eb,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,472,262,2,237,2,0,398,0,398,0,[],[],0,0,234,136,0,0,3.2000389182940125e-07
000420251205H113942444814iCAZ_LitaAgentY-LitaAgentYR-LitaAgentN6sB.127090eb,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,200,400,0,101,0,0,400,0,400,400,[],[],400,0,100,0,0,0,2.2499443730339408e-07
000420251205H113942444814iCAZ_LitaAgentY-LitaAgentYR-LitaAgentN6sB.127090eb,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,632,675,0,318,74,0,798,0,798,400,[],[],400,0,316,123,0,0,4.770045052282512e-07
000420251205H113942444814iCAZ_LitaAgentY-LitaAgentYR-LitaAgentN6sB.127090eb,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,1112,435,1,558,128,0,798,0,798,400,[],[],400,0,555,363,0,0,4.850007826462388e-07
000420251205H113942444814iCAZ_LitaAgentY-LitaAgentYR-LitaAgentN6sB.127090eb,System,0,1506,0,0,761,0,0,0,0,0,0,[],[],0,0,753,0,0,0,5.19001332577318e-07
000020251205H113942142818qBUX_LitaAgentY-LitaAgentC-KAGQ.01607b17,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,1254,252,69,629,27,0,725,0,725,338,[],[],338,0,558,473,0,0,9.720097295939922e-07
000020251205H113942142818qBUX_LitaAgentY-LitaAgentC-KAGQ.01607b17,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,0,112,341,0,57,7,0,342,0,342,342,[],[],342,0,56,1,0,0,2.500019036233425e-07
000020251205H113942142818qBUX_LitaAgentY-LitaAgentC-KAGQ.01607b17,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,166,335,0,84,55,0,342,0,342,342,[],[],342,0,83,7,0,0,2.529995981603861e-07
000020251205H113942142818qBUX_LitaAgentY-LitaAgentC-KAGQ.01607b17,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,174,347,7,87,10,0,434,0,434,0,[],[],0,0,80,87,0,0,2.259912434965372e-07
000020251205H113942142818qBUX_LitaAgentY-LitaAgentC-KAGQ.01607b17,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,604,1807,8,304,22,0,1958,0,1958,684,[],[],684,0,294,151,0,0,1.5629775589331985e-06
000020251205H113942142818qBUX_LitaAgentY-LitaAgentC-KAGQ.01607b17,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,0,1838,986,26,922,69,0,1663,0,1663,1026,[],[],1026,0,893,677,0,0,9.990035323426127e-07
000020251205H113942142818qBUX_LitaAgentY-LitaAgentC-KAGQ.01607b17,System,0,1356,0,0,687,0,0,0,0,0,0,[],[],0,0,678,0,0,0,5.019974196329713e-07
000420251205H113942444814iCAZ_LitaAgentY-LitaAgentN-X27o.14901850,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,0,630,163,5,316,11,0,380,0,380,380,[],[],380,0,310,217,0,0,2.71997123491019e-07
