world,type,negs_timedout,contracts_executed,negs_registered,negs_succeeded,contracts_breached,neg_requests_sent,negs_failed,breaches_received,contracts_erred,contracts_dropped,contracts_nullified,breaches_committed,neg_requests_rejected,times,contracts_signed,negs_initiated,negotiator_exceptions,exceptions,contracts_concluded,neg_requests_received
000420251210H223957973606jpxE_L-P-Ktbl.12ed7eb5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,46,912,1904,738,0,676,574,0,0,3,0,0,0,5.600004442385398e-07,1830,676,[],[],918,1904
000420251210H223957973606jpxE_L-P-Ktbl.12ed7eb5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,1,40,424,50,0,0,106,0,0,10,0,0,0,8.999995770864189e-08,100,0,[],[],50,424
000420251210H223957973606jpxE_L-P-Ktbl.12ed7eb5,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,92,424,109,0,0,47,0,0,17,0,0,0,8.999995770864189e-08,218,0,[],[],109,424
000120251210H223957863747wmRA_L-Po-PrK2D.03259b76,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,0,864,0,0,0,864,0,0,0,0,0,0,1.6000012692529708e-07,0,0,[],[],0,864
000120251210H223957863747wmRA_L-Po-PrK2D.03259b76,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,139,124,320,31,0,320,289,0,0,0,0,0,0,2.5000008463393897e-07,248,320,[],[],124,320
000120251210H223957863747wmRA_L-Po-PrK2D.03259b76,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,29,1405,1568,1085,0,1280,483,0,0,54,0,0,0,7.700000423938036e-07,2918,1280,[],[],1463,1568
000120251210H223957863747wmRA_L-Po-PrK2D.03259b76,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,37,148,320,54,0,320,266,0,0,0,0,0,0,1.6000012692529708e-07,296,320,[],[],149,320
000120251210H223957863747wmRA_L-Po-PrK2D.03259b76,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,1,175,320,81,0,320,239,0,0,2,0,0,0,7.500002539018169e-07,354,320,[],[],178,320
000120251210H223957863747wmRA_L-Po-PrK2D.03259b76,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,218,1676,2368,1501,0,640,867,0,0,8,0,0,0,5.999991117278114e-07,3368,640,[],[],1686,2368
000120251210H223957863747wmRA_L-Po-PrK2D.03259b76,System,0,840,0,0,0,0,0,0,0,0,0,0,0,3.100003596046008e-07,1680,0,[],[],848,0
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-PqNx.04aba2b8,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,0,100,325,4,0,325,321,0,0,0,0,0,0,5.199999577598646e-07,200,325,[],[],101,325
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-PqNx.04aba2b8,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,123,128,325,35,0,325,289,0,0,0,0,0,0,1.8999980966327712e-07,256,325,[],[],128,325
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-PqNx.04aba2b8,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,233,864,233,0,0,628,0,0,0,0,0,0,1.1000020094797947e-07,466,0,[],[],233,864
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-PqNx.04aba2b8,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,52,1603,1633,1266,0,1300,366,0,0,37,0,0,0,5.800002327305265e-07,3280,1300,[],[],1644,1633
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-PqNx.04aba2b8,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,37,141,325,47,0,325,278,0,0,0,0,0,0,1.200000951939728e-07,282,325,[],[],142,325
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-PqNx.04aba2b8,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,412,1605,2378,1429,0,650,948,0,0,7,0,0,0,4.6000013753655367e-07,3224,650,[],[],1614,2378
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-PqNx.04aba2b8,System,0,840,0,0,0,0,0,0,0,0,0,0,0,2.400001903879456e-07,1680,0,[],[],848,0
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-LitaAgentCad6.04a847a2,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,75,345,864,345,0,0,519,0,0,0,0,0,0,1.4999932318460196e-07,690,0,[],[],345,864
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-LitaAgentCad6.04a847a2,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,95,328,2,0,328,326,0,0,0,0,0,0,2.599999788799323e-07,190,328,[],[],95,328
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-LitaAgentCad6.04a847a2,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,0,96,328,0,0,328,328,0,0,0,0,0,0,6.000000212225132e-07,192,328,[],[],97,328
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-LitaAgentCad6.04a847a2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,94,1599,1672,1262,0,1312,410,0,0,37,0,0,0,8.199986041290686e-07,3272,1312,[],[],1640,1672
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-LitaAgentCad6.04a847a2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,13,227,328,133,0,328,194,0,0,0,0,0,0,1.4999932318460196e-07,454,328,[],[],228,328
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-LitaAgentCad6.04a847a2,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,258,1650,2384,1476,0,656,907,0,0,9,0,0,0,6.199998097144999e-07,3318,656,[],[],1661,2384
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-LitaAgentCad6.04a847a2,System,0,840,0,0,0,0,0,0,0,0,0,0,0,3.100003596046008e-07,1680,0,[],[],848,0
000320251210H223957935659O58P_L-P-KS7q.097cd05f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,87,278,0,0,0,278,0,0,0,0,0,0,9.300001693191007e-07,174,0,[],[],88,278
000320251210H223957935659O58P_L-P-KS7q.097cd05f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,2,99,380,6,0,380,374,0,0,0,0,0,0,1.5000023267930374e-07,198,380,[],[],100,380
000320251210H223957935659O58P_L-P-KS7q.097cd05f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,8,305,352,135,0,352,217,0,0,7,0,0,0,2.999986463692039e-07,624,352,[],[],314,352
000320251210H223957935659O58P_L-P-KS7q.097cd05f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,13,406,936,123,0,380,813,0,0,0,0,0,0,4.3000000005122274e-07,812,380,[],[],409,936
000320251210H223957935659O58P_L-P-KS7q.097cd05f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,5,153,278,70,0,0,208,0,0,7,0,0,0,1.5000023267930374e-07,320,0,[],[],161,278
000320251210H223957935659O58P_L-P-KS7q.097cd05f,System,0,730,0,0,0,0,0,0,0,0,0,0,0,3.199993443558924e-07,1460,0,[],[],738,0
000420251210H223957973606jpxE_X-U-OyHm.1200272e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,0,0,512,0,0,0,239,0,0,0,0,0,0,8.999995770864189e-08,0,0,[],[],0,512
000420251210H223957973606jpxE_X-U-OyHm.1200272e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,7,519,861,374,0,618,352,0,0,26,0,0,0,3.699997250805609e-07,1090,618,[],[],548,861
000420251210H223957973606jpxE_X-U-OyHm.1200272e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,47,512,47,0,0,192,0,0,0,0,0,0,8.999995770864189e-08,94,0,[],[],47,512
000420251210H223957973606jpxE_X-U-OyHm.1200272e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,8,257,1548,197,0,1548,730,0,0,0,0,0,0,3.5999983083456755e-07,514,1548,[],[],258,1548
000420251210H223957973606jpxE_X-U-OyHm.1200272e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,45,151,273,99,0,0,174,0,0,0,0,0,0,5.409992809290998e-07,302,0,[],[],151,273
000420251210H223957973606jpxE_X-U-OyHm.1200272e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,116,1012,2036,837,0,705,593,0,0,2,0,0,0,6.099999154685065e-07,2028,705,[],[],1017,2036
000420251210H223957973606jpxE_X-U-OyHm.1200272e,System,0,460,0,0,0,0,0,0,0,0,0,0,0,2.099995981552638e-07,920,0,[],[],467,0
000220251210H223957905396qy6l_L-X-PsFn.076d78de,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,2,243,568,243,0,0,325,0,0,0,0,0,0,8.999995770864189e-08,486,0,[],[],243,568
000220251210H223957905396qy6l_L-X-PsFn.076d78de,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,173,284,103,0,284,179,0,0,0,0,0,0,8.999995770864189e-08,346,284,[],[],174,284
000220251210H223957905396qy6l_L-X-PsFn.076d78de,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,12,499,568,359,0,568,209,0,0,0,0,0,0,1.7999991541728377e-07,998,568,[],[],501,568
000220251210H223957905396qy6l_L-X-PsFn.076d78de,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,202,568,202,0,0,366,0,0,0,0,0,0,9.999985195463523e-08,404,0,[],[],202,568
000220251210H223957905396qy6l_L-X-PsFn.076d78de,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,284,1961,2556,1617,0,1420,937,0,0,0,0,0,0,1.1700021786964498e-06,3922,1420,[],[],1965,2556
000220251210H223957905396qy6l_L-X-PsFn.076d78de,System,0,554,0,0,0,0,0,0,0,0,0,0,0,2.2000040189595893e-07,1108,0,[],[],561,0
000220251210H223957905396qy6l_L-U-O7ZG.0704bd24,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,70,263,0,0,263,263,0,0,0,0,0,0,8.999995770864189e-08,140,263,[],[],71,263
000220251210H223957905396qy6l_L-U-O7ZG.0704bd24,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,69,146,568,146,0,0,422,0,0,0,0,0,0,8.999995770864189e-08,292,0,[],[],146,568
000220251210H223957905396qy6l_L-U-O7ZG.0704bd24,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,24,548,526,421,0,526,105,0,0,13,0,0,0,1.7999991541728377e-07,1122,526,[],[],563,526
000220251210H223957905396qy6l_L-U-O7ZG.0704bd24,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,90,204,400,231,0,0,169,0,0,27,0,0,0,9.999985195463523e-08,462,0,[],[],231,400
000220251210H223957905396qy6l_L-U-O7ZG.0704bd24,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,427,1960,2451,1630,0,1315,821,0,0,14,0,0,0,1.1699994502123445e-06,3948,1315,[],[],1978,2451
000220251210H223957905396qy6l_L-U-O7ZG.0704bd24,System,0,554,0,0,0,0,0,0,0,0,0,0,0,1.8999980966327712e-07,1108,0,[],[],561,0
000320251210H223957935659O58P_LitaAgentYT-LitaAgentYR-O6Ad.09fee650,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,76,102,380,9,0,380,371,0,0,0,0,0,0,9.999985195463523e-08,204,380,[],[],103,380
000320251210H223957935659O58P_LitaAgentYT-LitaAgentYR-O6Ad.09fee650,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,4,145,276,59,0,0,217,0,0,1,0,0,0,5.699998837371822e-07,292,0,[],[],147,276
000320251210H223957935659O58P_LitaAgentYT-LitaAgentYR-O6Ad.09fee650,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,4,314,344,140,0,344,204,0,0,3,0,0,0,1.7999991541728377e-07,634,344,[],[],319,344
000320251210H223957935659O58P_LitaAgentYT-LitaAgentYR-O6Ad.09fee650,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,48,406,932,123,0,380,809,0,0,0,0,0,0,2.6999987312592566e-07,812,380,[],[],409,932
000320251210H223957935659O58P_LitaAgentYT-LitaAgentYR-O6Ad.09fee650,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,40,157,276,69,0,0,207,0,0,2,0,0,0,1.0000030670198612e-07,318,0,[],[],160,276
000320251210H223957935659O58P_LitaAgentYT-LitaAgentYR-O6Ad.09fee650,System,0,730,0,0,0,0,0,0,0,0,0,0,0,1.8999980966327712e-07,1460,0,[],[],738,0
000220251210H223957905396qy6l_L-K-OP4L.06cc8b90,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,0,70,259,0,0,259,259,0,0,0,0,0,0,1.1999964044662192e-07,140,259,[],[],71,259
000220251210H223957905396qy6l_L-K-OP4L.06cc8b90,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,8,542,518,414,0,518,104,0,0,12,0,0,0,2.5000008463393897e-07,1108,518,[],[],556,518
000220251210H223957905396qy6l_L-K-OP4L.06cc8b90,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,93,188,368,207,0,0,161,0,0,19,0,0,0,1.1999964044662192e-07,414,0,[],[],207,368
000220251210H223957905396qy6l_L-K-OP4L.06cc8b90,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,324,1735,2431,1398,0,1295,1033,0,0,7,0,0,0,1.2500004231696948e-06,3484,1295,[],[],1746,2431
000220251210H223957905396qy6l_L-K-OP4L.06cc8b90,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,101,99,568,99,0,0,469,0,0,0,0,0,0,8.999995770864189e-08,198,0,[],[],99,568
000220251210H223957905396qy6l_L-K-OP4L.06cc8b90,System,0,554,0,0,0,0,0,0,0,0,0,0,0,2.099995981552638e-07,1108,0,[],[],561,0
000420251210H223957973606jpxE_LitaAgentY-LitaAgentP-U02L.12911c46,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,0,507,0,0,0,239,0,0,0,0,0,0,1.4999932318460196e-07,0,0,[],[],0,507
000420251210H223957973606jpxE_LitaAgentY-LitaAgentP-U02L.12911c46,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,5,182,268,130,0,0,138,0,0,0,0,0,0,7.700000423938036e-07,364,0,[],[],182,268
000420251210H223957973606jpxE_LitaAgentY-LitaAgentP-U02L.12911c46,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,0,0,507,0,0,0,239,0,0,0,0,0,0,1.400003384333104e-07,0,0,[],[],0,507
000420251210H223957973606jpxE_LitaAgentY-LitaAgentP-U02L.12911c46,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,17,474,861,334,0,618,392,0,0,31,0,0,0,5.699985194951296e-07,1010,618,[],[],508,861
000420251210H223957973606jpxE_LitaAgentY-LitaAgentP-U02L.12911c46,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,8,281,1548,221,0,1548,706,0,0,0,0,0,0,5.59999534743838e-07,562,1548,[],[],282,1548
000420251210H223957973606jpxE_LitaAgentY-LitaAgentP-U02L.12911c46,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,86,1049,1981,873,0,670,522,0,0,1,0,0,0,8.900024113245308e-07,2100,670,[],[],1053,1981
000420251210H223957973606jpxE_LitaAgentY-LitaAgentP-U02L.12911c46,System,0,460,0,0,0,0,0,0,0,0,0,0,0,2.8999966161791235e-07,920,0,[],[],467,0
000420251210H223957973606jpxE_Po-Pr-KqMQ.1454656f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,0,487,0,0,0,232,0,0,0,0,0,0,8.999995770864189e-08,0,0,[],[],0,487
000420251210H223957973606jpxE_Po-Pr-KqMQ.1454656f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,2,488,804,353,0,588,330,0,0,36,0,0,0,3.50000846083276e-07,1048,588,[],[],527,804
000420251210H223957973606jpxE_Po-Pr-KqMQ.1454656f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,38,233,1536,174,0,1536,750,0,0,1,0,0,0,3.600007403292693e-07,468,1536,[],[],235,1536
000420251210H223957973606jpxE_Po-Pr-KqMQ.1454656f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,43,487,43,0,0,188,0,0,0,0,0,0,8.999995770864189e-08,86,0,[],[],43,487
000420251210H223957973606jpxE_Po-Pr-KqMQ.1454656f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,43,967,1825,795,0,573,502,0,0,5,0,0,0,5.8000205171993e-07,1944,573,[],[],975,1825
000420251210H223957973606jpxE_Po-Pr-KqMQ.1454656f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,47,121,255,69,0,0,186,0,0,0,0,0,0,6.999998731771484e-07,242,0,[],[],121,255
000420251210H223957973606jpxE_Po-Pr-KqMQ.1454656f,System,0,460,0,0,0,0,0,0,0,0,0,0,0,2.1999949240125716e-07,920,0,[],[],467,0
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-Pcit.01f56aee,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,73,76,306,4,0,306,302,0,0,0,0,0,0,8.999995770864189e-08,152,306,[],[],77,306
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-Pcit.01f56aee,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,84,306,7,0,306,299,0,0,0,0,0,0,8.999995770864189e-08,168,306,[],[],85,306
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-Pcit.01f56aee,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,2,73,390,78,0,0,312,0,0,5,0,0,0,8.999995770864189e-08,156,0,[],[],78,390
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-Pcit.01f56aee,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,29,644,896,556,0,473,340,0,0,72,0,0,0,3.600016498239711e-07,1432,473,[],[],718,896
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-Pcit.01f56aee,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,40,319,1984,169,0,612,1815,0,0,11,0,0,0,8.100014383671805e-07,660,612,[],[],332,1984
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-Pcit.01f56aee,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,8,694,1348,486,0,918,862,0,0,28,0,0,0,3.9999940781854093e-07,1444,918,[],[],725,1348
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-Pcit.01f56aee,System,0,706,0,0,0,0,0,0,0,0,0,0,0,2.200013113906607e-07,1412,0,[],[],715,0
000020251210H223957824305qBUX_LitaAgentY-LitaAgentP-Omm1.0094290f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,72,344,0,0,344,344,0,0,0,0,0,0,8.000006346264854e-08,144,344,[],[],73,344
000020251210H223957824305qBUX_LitaAgentY-LitaAgentP-Omm1.0094290f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,119,228,686,233,0,0,453,0,0,5,0,0,0,8.999995770864189e-08,466,0,[],[],233,686
000020251210H223957824305qBUX_LitaAgentY-LitaAgentP-Omm1.0094290f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,73,623,914,551,0,509,363,0,0,88,0,0,0,3.300001480965875e-07,1422,509,[],[],713,914
000020251210H223957824305qBUX_LitaAgentY-LitaAgentP-Omm1.0094290f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,14,509,2060,362,0,688,1698,0,0,14,0,0,0,8.299994078697637e-07,1046,688,[],[],525,2060
000020251210H223957824305qBUX_LitaAgentY-LitaAgentP-Omm1.0094290f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,0,116,344,39,0,344,305,0,0,0,0,0,0,8.999995770864189e-08,232,344,[],[],117,344
000020251210H223957824305qBUX_LitaAgentY-LitaAgentP-Omm1.0094290f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,42,976,1486,767,0,1032,719,0,0,27,0,0,0,3.899995135725476e-07,2006,1032,[],[],1006,1486
000020251210H223957824305qBUX_LitaAgentY-LitaAgentP-Omm1.0094290f,System,0,706,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,1412,0,[],[],715,0
000420251210H223957973606jpxE_X-Po-Przzu.12b2fb00,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,0,495,0,0,0,240,0,0,0,0,0,0,8.999995770864189e-08,0,0,[],[],0,495
000420251210H223957973606jpxE_X-Po-Przzu.12b2fb00,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,17,520,864,371,0,621,358,0,0,22,0,0,0,3.6000028558191843e-07,1084,621,[],[],545,864
000420251210H223957973606jpxE_X-Po-Przzu.12b2fb00,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,50,495,50,0,0,190,0,0,0,0,0,0,8.999995770864189e-08,100,0,[],[],50,495
000420251210H223957973606jpxE_X-Po-Przzu.12b2fb00,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,12,254,1548,194,0,1548,733,0,0,0,0,0,0,3.6000028558191843e-07,508,1548,[],[],255,1548
000420251210H223957973606jpxE_X-Po-Przzu.12b2fb00,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,5,104,255,52,0,0,203,0,0,0,0,0,0,5.599999894911889e-07,208,0,[],[],104,255
000420251210H223957973606jpxE_X-Po-Przzu.12b2fb00,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,26,956,1839,779,0,579,526,0,0,0,0,0,0,6.100003702158574e-07,1912,579,[],[],959,1839
000420251210H223957973606jpxE_X-Po-Przzu.12b2fb00,System,0,460,0,0,0,0,0,0,0,0,0,0,0,2.099995981552638e-07,920,0,[],[],467,0
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-OfLh.012d0449,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,61,82,298,5,0,298,293,0,0,0,0,0,0,8.999995770864189e-08,164,298,[],[],83,298
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-OfLh.012d0449,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,0,72,298,0,0,298,298,0,0,0,0,0,0,8.999995770864189e-08,144,298,[],[],73,298
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-OfLh.012d0449,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,28,643,876,561,0,445,315,0,0,78,0,0,0,3.5999983083456755e-07,1442,445,[],[],723,876
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-OfLh.012d0449,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,26,342,1906,187,0,570,1719,0,0,6,0,0,0,7.500002539018169e-07,696,570,[],[],350,1906
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-OfLh.012d0449,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,49,133,321,147,0,0,174,0,0,14,0,0,0,8.999995770864189e-08,294,0,[],[],147,321
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-OfLh.012d0449,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,40,728,1311,528,0,894,783,0,0,36,0,0,0,3.899995135725476e-07,1528,894,[],[],767,1311
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-OfLh.012d0449,System,0,706,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,1412,0,[],[],715,0
000120251210H223957863747wmRA_Po-Pr-OeqW.0462d05c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,117,137,279,41,0,279,238,0,0,0,0,0,0,7.300000106624793e-07,274,279,[],[],138,279
000120251210H223957863747wmRA_Po-Pr-OeqW.0462d05c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,45,1559,1467,1257,0,1116,210,0,0,72,0,0,0,4.799999260285404e-07,3262,1116,[],[],1635,1467
